enrollee_id,target,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
6615,1.0,city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,2,<10,Pvt Ltd,1,68
32152,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,64
7281,0.0,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,33
7314,1.0,city_136,0.897,Female,No relevent experience,no_enrollment,Phd,STEM,6,,,1,8
5479,1.0,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,2,81
28427,0.0,city_160,0.92,,No relevent experience,Part time course,Masters,Humanities,16,10000+,Public Sector,1,60
18166,0.0,city_30,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,18
18384,1.0,city_19,0.682,Female,No relevent experience,no_enrollment,Graduate,Other,<1,,,3,135
23628,1.0,city_114,0.926,Male,No relevent experience,Full time course,Graduate,Business Degree,5,,,2,19
18665,0.0,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,9
20691,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Other,never,37
10260,1.0,city_21,0.624,,No relevent experience,Part time course,Masters,STEM,2,,,2,32
4586,1.0,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,46
610,0.0,city_28,0.939,,No relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,Pvt Ltd,3,144
17389,1.0,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,11,,,>4,39
12558,1.0,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,28
16395,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,10/49,Pvt Ltd,never,40
11770,0.0,city_162,0.767,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,NGO,2,192
27991,1.0,city_46,0.762,Male,No relevent experience,Full time course,High School,,3,,,1,30
27425,1.0,city_75,0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,,,never,34
25585,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,50
20758,0.0,city_136,0.897,Male,Has relevent experience,,Masters,STEM,13,500-999,Pvt Ltd,>4,258
4791,0.0,city_83,0.923,,No relevent experience,Full time course,Masters,STEM,4,50-99,Public Sector,3,158
18816,1.0,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,82
31466,1.0,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,3,52
12500,0.0,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,30
1928,1.0,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,never,18
15385,1.0,city_149,0.6890000000000001,,No relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,36
14264,0.0,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,30
29541,0.0,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,7
8426,0.0,city_45,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,4,60
11148,0.0,city_24,0.698,,No relevent experience,no_enrollment,Masters,Business Degree,8,500-999,Pvt Ltd,1,14
22661,0.0,city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,4,<10,Pvt Ltd,3,92
19550,1.0,city_21,0.624,Female,Has relevent experience,Part time course,Graduate,STEM,7,,,4,2
15384,1.0,city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,,never,48
1443,0.0,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,12
14491,0.0,city_144,0.84,Male,Has relevent experience,no_enrollment,High School,,13,50-99,Funded Startup,1,36
3275,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,39
5265,0.0,city_134,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,32
15865,1.0,city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,7,,,2,14
8539,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,35
25995,0.0,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Public Sector,1,55
12288,0.0,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,86
25411,0.0,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,3,500-999,Public Sector,3,7
12189,1.0,city_74,0.579,Male,No relevent experience,Full time course,Graduate,STEM,3,,,2,54
27933,0.0,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,114
11273,0.0,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,50
30859,0.0,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,3,10
15521,0.0,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,14,10/49,Pvt Ltd,1,166
25054,1.0,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,28
11506,0.0,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,57
5934,0.0,city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,No Major,3,1000-4999,Pvt Ltd,1,46
3689,0.0,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,3,25
27337,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,166
15911,0.0,city_136,0.897,,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,46
32996,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,204
10663,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,never,14
18356,1.0,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,43
6865,0.0,city_136,0.897,,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,,56
30679,0.0,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,Other,7,10/49,Pvt Ltd,3,166
7347,0.0,city_102,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,<1,5000-9999,Pvt Ltd,1,75
31951,1.0,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,45
13009,1.0,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,3,,,1,90
6452,0.0,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,140
19294,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,80
12946,0.0,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,44
8375,1.0,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,2,71
8043,0.0,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,29
4063,0.0,city_16,0.91,Other,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,Other,>4,148
14821,0.0,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,12
16107,1.0,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,108
23465,1.0,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,60
18698,1.0,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,2,,,1,220
24582,0.0,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,16,50-99,Pvt Ltd,2,19
19239,0.0,city_160,0.92,,Has relevent experience,no_enrollment,Masters,Humanities,11,100-500,Pvt Ltd,3,10
9664,0.0,city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,8,<10,Pvt Ltd,2,86
17300,1.0,city_21,0.624,Male,No relevent experience,,Graduate,STEM,3,<10,Pvt Ltd,1,72
21257,0.0,city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,64
26856,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,16,500-999,Pvt Ltd,4,24
29283,0.0,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,3,55
30846,0.0,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,>4,40
24670,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,330
11391,0.0,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10/49,Early Stage Startup,1,7
13823,0.0,city_77,0.83,Male,No relevent experience,Full time course,High School,,5,10/49,Pvt Ltd,1,20
25931,0.0,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,3,26
14638,0.0,city_114,0.926,,Has relevent experience,no_enrollment,,,4,10/49,,1,34
29031,1.0,city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,6,,,1,162
14883,1.0,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,14
17924,1.0,city_10,0.895,Male,No relevent experience,Full time course,Masters,STEM,>20,,,1,44
30951,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,3,5000-9999,Pvt Ltd,2,73
9051,1.0,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,never,29
6963,0.0,city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,7
3559,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,59
9700,0.0,city_71,0.884,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,10000+,Pvt Ltd,2,34
11849,1.0,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,12,,,>4,100
22737,0.0,city_16,0.91,,No relevent experience,no_enrollment,Masters,STEM,7,50-99,Early Stage Startup,1,18
6969,1.0,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,62
31870,0.0,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,NGO,1,3
25263,0.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,17,5000-9999,Public Sector,1,10
21049,1.0,city_90,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,50
17307,1.0,city_114,0.926,,Has relevent experience,Full time course,Graduate,STEM,1,,,1,53
19471,0.0,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10/49,Pvt Ltd,1,65
22338,0.0,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,41
18519,1.0,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,1,53
8752,0.0,city_103,0.92,Male,No relevent experience,Full time course,Phd,STEM,10,,Public Sector,>4,52
17254,1.0,city_91,0.691,,No relevent experience,Full time course,Primary School,,2,,,1,133
31441,0.0,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,Public Sector,2,156
13175,0.0,city_75,0.939,,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,6
2122,1.0,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,13
734,0.0,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,,11
10655,1.0,city_136,0.897,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,102
20900,0.0,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,6
25977,1.0,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,74
8038,0.0,city_150,0.698,,Has relevent experience,Part time course,Masters,STEM,5,10/49,Pvt Ltd,1,53
9275,1.0,city_158,0.7659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,13,,,>4,324
26576,0.0,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,3,122
8184,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,127
25181,0.0,city_100,0.887,,Has relevent experience,no_enrollment,Masters,STEM,,10/49,Funded Startup,3,4
27059,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,25
17920,0.0,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,2,69
14932,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Public Sector,3,24
2491,0.0,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,210
22450,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,2,150
12831,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,97
24057,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,54
27854,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,15
9083,0.0,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Early Stage Startup,4,170
26670,1.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,52
5709,0.0,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,1,42
31995,1.0,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,never,105
11845,0.0,city_103,0.92,Female,No relevent experience,Full time course,Phd,STEM,7,,NGO,never,89
14052,0.0,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,4,58
22407,1.0,city_11,0.55,,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,3,162
33353,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,25
32278,1.0,city_2,0.7879999999999999,Male,No relevent experience,Part time course,Graduate,STEM,2,,,2,88
14069,1.0,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,4
828,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,36
16574,0.0,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,Business Degree,18,100-500,Pvt Ltd,2,54
6742,1.0,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,2,100-500,Pvt Ltd,1,55
6583,0.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Funded Startup,1,66
15159,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,72
16614,0.0,city_83,0.923,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,,1,212
27456,0.0,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,5
16462,1.0,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,<10,Pvt Ltd,2,50
32105,1.0,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,14,100-500,Pvt Ltd,2,34
22464,1.0,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,126
20165,0.0,city_134,0.698,,No relevent experience,,,,1,,,,260
2610,1.0,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,9
18668,0.0,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,5000-9999,Pvt Ltd,1,9
20361,1.0,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,13
1055,0.0,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,17,100-500,Pvt Ltd,>4,24
19794,0.0,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,5,50-99,Public Sector,2,10
4810,1.0,city_160,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,76
16560,1.0,city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,1,48
5236,1.0,city_67,0.855,Female,No relevent experience,Full time course,Graduate,Other,5,,,1,38
28886,1.0,city_21,0.624,,Has relevent experience,Full time course,,,1,,,never,316
18338,0.0,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Other,3,52
25697,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,19,50-99,Pvt Ltd,3,24
15150,0.0,city_98,0.949,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,50
5005,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,2,83
8358,0.0,city_67,0.855,,Has relevent experience,Part time course,High School,,5,5000-9999,Pvt Ltd,1,33
27297,1.0,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,,,never,34
19413,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,,,2,,,2,9
5111,0.0,city_134,0.698,,No relevent experience,no_enrollment,,,2,,,never,84
13477,1.0,city_149,0.6890000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,35
2120,0.0,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,158
28293,0.0,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,,3,,,2,46
31481,1.0,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,23
25635,0.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Early Stage Startup,1,58
14041,0.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,75
10311,0.0,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,11,10/49,,1,106
13925,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,9,100-500,Funded Startup,1,79
2183,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,106
23188,0.0,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,102
8982,0.0,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Pvt Ltd,4,20
20064,0.0,city_10,0.895,,No relevent experience,Full time course,High School,,3,,,never,90
21604,1.0,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Public Sector,never,101
3991,1.0,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,59
3307,0.0,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Early Stage Startup,1,67
4343,0.0,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,61
24642,0.0,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,2,54
12008,0.0,city_103,0.92,,Has relevent experience,Part time course,High School,,13,100-500,Pvt Ltd,1,26
22200,0.0,city_114,0.926,,No relevent experience,Full time course,High School,,6,,,never,6
2789,0.0,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,148
22697,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,80
20321,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,21
13470,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,26
31236,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,Pvt Ltd,2,43
32607,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,60
8216,1.0,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,2,214
5320,0.0,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,,6,100-500,Pvt Ltd,never,89
30466,0.0,city_10,0.895,Male,No relevent experience,Full time course,High School,,4,10/49,Pvt Ltd,1,89
24026,1.0,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,87
30013,0.0,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,1,21
22342,0.0,city_99,0.915,Female,No relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,21
370,1.0,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,85
30365,1.0,city_11,0.55,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,25
30316,1.0,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,57
28350,0.0,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,39
11927,1.0,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,2,21
31708,1.0,city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,,1,55
25882,1.0,city_149,0.6890000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,20,,,never,66
16079,1.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,2
21788,0.0,city_94,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,11,10/49,Funded Startup,1,51
2530,1.0,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,43
20640,1.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,69
7148,0.0,city_160,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,30
20308,1.0,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,,,1,23
2196,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,152
17225,0.0,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,8
28163,0.0,city_65,0.802,,Has relevent experience,Full time course,Graduate,STEM,16,5000-9999,Pvt Ltd,1,21
16164,0.0,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,3,144
11460,1.0,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,157
2900,0.0,city_9,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,>4,17
1026,0.0,city_162,0.767,,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,3,62
8049,0.0,city_65,0.802,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,102
12413,0.0,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,4,13
17269,0.0,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,11,,,1,78
3885,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,500-999,Pvt Ltd,>4,10
5194,0.0,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,2,,Pvt Ltd,never,45
11644,0.0,city_19,0.682,Male,Has relevent experience,no_enrollment,,,8,<10,Pvt Ltd,1,45
28377,0.0,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Early Stage Startup,1,110
25914,1.0,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,19
24947,0.0,city_114,0.926,Male,Has relevent experience,,Graduate,STEM,5,10/49,Pvt Ltd,2,17
32540,0.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,46
1346,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Public Sector,4,332
13220,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,100-500,Pvt Ltd,4,51
19336,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Pvt Ltd,1,60
7416,0.0,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,56
26996,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,13,<10,Funded Startup,2,112
26859,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Pvt Ltd,1,78
13498,0.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,62
17659,0.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,140
25173,0.0,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,17
12002,0.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,214
22468,1.0,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,7,,,2,66
25106,0.0,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,11
11730,0.0,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,17,<10,NGO,1,57
21871,0.0,city_72,0.795,,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,1,27
19543,0.0,city_152,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,34
4842,0.0,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,7,100-500,Public Sector,1,50
12874,0.0,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Other,2,500-999,,1,27
19725,1.0,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,41
27614,0.0,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,8,10000+,Other,1,7
322,0.0,city_67,0.855,Male,Has relevent experience,Full time course,High School,,3,<10,Pvt Ltd,1,32
29603,0.0,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,69
28292,0.0,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,6,10/49,Early Stage Startup,1,113
423,0.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,30
22858,0.0,city_16,0.91,,No relevent experience,no_enrollment,High School,,<1,,,never,31
16449,0.0,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,60
